Change Id,Date & Time,System,Originator,Responsible,CR Reference,I2 Reference,Topic,Status,Baseline System,Baseline Subsystem,Baseline Number,Item System,Item Subsystem,Path,File Name
SC_059161,2011-07-11T08:09:28,CUA,CDE,CDE,CR_031846,undef,undef,CLOSED,CUA,CUA_CONFIG,16.0.0.116,CUA,BACKEND,sources/java/node_private/src/eurocontrol/cfmu/cua/domain/corba/env/unit,AbstractUnitStateCoder.java
SC_059161,2011-07-11T08:09:28,CUA,CDE,CDE,CR_031846,undef,undef,CLOSED,CHMI,CHMI_CONFIG,16.0.8.0.0.13,CUA,BACKEND,sources/java/node_private/src/eurocontrol/cfmu/aixm51/ibmap,MonthMapper.java
SC_059161,2011-07-11T08:09:28,CUA,CDE,CDE,CR_031846,undef,undef,CLOSED,CUA,CUA_CONFIG,16.0.0.74,CUA,ADR,sources/java/local/src/eurocontrol/cfmu/geo/iemap,CoordinatesMapper.java
SC_059161,2011-07-11T08:09:28,CUA,CDE,CDE,CR_031846,undef,undef,CLOSED,CUA,CUA_CONFIG,16.0.0.2.21,CUA,ADR,sources/java/test/src/eurocontrol/cfmu/adr,CACDAIXMExporterTest.java
SC_059161,2011-07-11T08:09:28,CUA,CDE,CDE,CR_031846,undef,undef,CLOSED,CUA,CUA_CONFIG,16.0.0.2.25,CUA,BACKEND,sources/java/node_private/src/eurocontrol/cfmu/cua/domain/corba/env/airspace,NasAirspaceStateCoder.java
SC_059161,2011-07-11T08:09:28,CUA,CDE,CDE,CR_031846,undef,undef,CLOSED,CUA,CUA_CONFIG,16.0.0.23,CUA,ADR,sources/java/test/src/eurocontrol/cfmu/adr,undef
SC_059161,2011-07-11T08:09:28,CUA,CDE,CDE,CR_031846,undef,undef,CLOSED,CUA,CUA_CONFIG,16.0.0.2.6,CUA,BACKEND,sources/java/node_private/src/eurocontrol/cfmu/cua/domain/corba/env/airspace,FirAirspaceStateCoder.java
SC_059161,2011-07-11T08:09:28,CUA,CDE,CDE,CR_031846,undef,undef,CLOSED,CUA,CUA_CONFIG,16.0.0.78,CUA,DOMAIN,sources/java/local/src/eurocontrol/cfmu/cua/domain/corba/env/route,RouteCoder.java
SC_059161,2011-07-11T08:09:28,CUA,CDE,CDE,CR_031846,undef,undef,CLOSED,CUA,CUA_CONFIG,16.0.0.2.18,CUA,BACKEND,sources/java/node_private/src/eurocontrol/cfmu/cua/domain/corba/env/route,AbstractRouteStateCoder.java
SC_059161,2011-07-11T08:09:28,CUA,CDE,CDE,CR_031846,undef,undef,CLOSED,CUA,CUA_CONFIG,16.0.0.2.6,CUA,CORE,sources/java/shared/src/eurocontrol/cfmu/aixm51/iem,undef
